holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
78464A698-TRS-12/01/27-L-CANT,N/A,N/A,STATE STREET SPDR S&P REGIONAL BANKING ETF-SWAP-CANT-L,N/A,,78464A698-TRS-12/01/27-L-CANT,1,NC,USD,72400.15,10.22,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,78464A698-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,62996.90000000,NS,USD,62996.90,8.89,Long,STIV,RF,US,N,1,N,N,N,,,
